run_id,task,stage,experiment_id,model_family,benchmark_only,final_eligible,scratch,fold,seed,git_commit,git_dirty,config_sha256,split_sha256,label_map_sha256,implementation_sha256,transform_id,loss_id,epochs_requested,epochs_completed,best_epoch,primary_metric_name,primary_metric_value,metrics,runtime_seconds,peak_vram_mb,parameter_count,checkpoint_path,checkpoint_sha256,prediction_path,prediction_sha256,history_path,history_sha256,status,error_type,error_message,started_at_utc,finished_at_utc,runtime
task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-normal-f0-s2753-9a5325bcbd92,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-normal,task1_hog_linear_svm_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,7623362eaa976837605812f2ea37472c55f41f4b5730fbde6b5936811d4f93d5,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.45103358880883054,"{""macro_f1"":0.45103358880883054,""top1_accuracy"":0.798870746223104,""top5_accuracy"":0.9357546162063177,""weighted_f1"":0.7890568883965753}",171.59386710001854,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-normal-f0-s2753-9a5325bcbd92/model.pkl,b1cad165b997bae6ed5baaee091b2e3f5c74179942d4d18d143a254615f7f8d7,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-normal-f0-s2753-9a5325bcbd92/predictions.csv,50e1038b4072a0af8e89ad4eb26c1e500aae027f297df8b9f13d65152600b0a4,,,completed,,,2026-09-05T13:59:48Z,2026-09-05T14:02:39Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-knn-k3-uniform-f0-s2753-72e636318df7,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-knn-k3-uniform,task1_hog_knn_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,ac559c16e90884a714501af9f12dadff3e751785f8dbf47a12bcb1d01f2ef366,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.4590743941914837,"{""macro_f1"":0.4590743941914837,""top1_accuracy"":0.7883412177628567,""top5_accuracy"":0.8902792614069892,""weighted_f1"":0.77824242087768}",4.7667261000024155,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k3-uniform-f0-s2753-72e636318df7/model.pkl,fc89e58e767b003755c3a5a82140bfbbc8f51ba5c99b6b6ef809e00eceb94169,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k3-uniform-f0-s2753-72e636318df7/predictions.csv,f77759bb39c6b33a011989f8336c00bcce47a493243b634cd8ff28601b89363e,,,completed,,,2026-09-05T14:02:40Z,2026-09-05T14:02:45Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance-f0-s2753-acc9d21f3eea,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance,task1_hog_knn_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,c14ab0f1d5ab3f87893cb04bbbb4d5ed0c306e91994363a081d706e28956946e,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.48968460848526935,"{""macro_f1"":0.48968460848526935,""top1_accuracy"":0.7984129406378758,""top5_accuracy"":0.8902792614069892,""weighted_f1"":0.7891926827510485}",5.37745690002339,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance-f0-s2753-acc9d21f3eea/model.pkl,8e18067d63998f3df54d4e66cb78f1c7ceaaae5a657ce8e9dc7170be9dde4269,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance-f0-s2753-acc9d21f3eea/predictions.csv,7d86ecf88936277f8620cc38d0b809acd279c1ceff72ea34513995e0454e79cb,,,completed,,,2026-09-05T14:02:45Z,2026-09-05T14:02:51Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-knn-k5-uniform-f0-s2753-9daa3104b08d,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-knn-k5-uniform,task1_hog_knn_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,4fb3d7993de05a8497646ddb43d212415e4125162f9aa69aa8ed50466de4f2c0,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.4489351032890695,"{""macro_f1"":0.4489351032890695,""top1_accuracy"":0.791393254997711,""top5_accuracy"":0.9232412635434152,""weighted_f1"":0.7789407047959007}",4.54478650004603,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k5-uniform-f0-s2753-9daa3104b08d/model.pkl,a7816c9e76176293ba6f9149e535d47330addbb59fd8e2627fc1e35533d92bf6,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k5-uniform-f0-s2753-9daa3104b08d/predictions.csv,4def726dda8ece98af61a05e16945d520bf049d22b4a2c17ec121e31c5207659,,,completed,,,2026-09-05T14:02:52Z,2026-09-05T14:02:56Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-knn-k11-uniform-f0-s2753-26c1b4e275e6,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-knn-k11-uniform,task1_hog_knn_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,ca72072bf6bb6cca1de9a77ff5010db89ec5ec7b97d1d7171c3ad5924e1aeffd,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.39828142486557416,"{""macro_f1"":0.39828142486557416,""top1_accuracy"":0.7817793377079201,""top5_accuracy"":0.9540668396154434,""weighted_f1"":0.7620015096030999}",4.910457200021483,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k11-uniform-f0-s2753-26c1b4e275e6/model.pkl,608713b36f4a77276841d9808baecefc4fcec68340a61236b69a48faae0e2946,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k11-uniform-f0-s2753-26c1b4e275e6/predictions.csv,1b2ebe734097e808a5fb3403374eecb6b600d86d43dab566f86fdc754f028851,,,completed,,,2026-09-05T14:02:57Z,2026-09-05T14:03:02Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-knn-k11-distance-f0-s2753-812b471ca673,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-knn-k11-distance,task1_hog_knn_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,8377dbb95a5e055422b63cca287a5b616eb6561d3c66035ea271861f0cad5d79,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.4228864647465019,"{""macro_f1"":0.4228864647465019,""top1_accuracy"":0.787120402868915,""top5_accuracy"":0.9539142377537005,""weighted_f1"":0.7679720571837138}",5.627792099956423,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k11-distance-f0-s2753-812b471ca673/model.pkl,7be34f65285c0fe294b4b1a5477dd8b0912c6ba6fb7d8c45c078a30add82adb9,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k11-distance-f0-s2753-812b471ca673/predictions.csv,3181b3ec1fd40661a3fd04592be3001d1876cd87dde1e422410f8d35bc6b79be,,,completed,,,2026-09-05T14:03:03Z,2026-09-05T14:03:08Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0-1-normal-f0-s2753-40afae8599d4,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0.1-normal,task1_hog_linear_svm_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,a82d192023ca556442af102a5e352ebd1adc0ab5ed9ea3bf70bdbdc5819229ae,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.44336693885069506,"{""macro_f1"":0.44336693885069506,""top1_accuracy"":0.8019227834579582,""top5_accuracy"":0.9549824507858996,""weighted_f1"":0.7855487146147676}",114.52302830002736,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0-1-normal-f0-s2753-40afae8599d4/model.pkl,22d47d4ead538d1b2f6c41fa03f61039f839a36bb01dddb1bf68044773d368ce,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0-1-normal-f0-s2753-40afae8599d4/predictions.csv,80f270007186b3b3a2ee0f1e1bd4504f838c8032a25e4ca3180cceeea0ef639d,,,completed,,,2026-09-05T14:03:09Z,2026-09-05T14:05:04Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0-1-balanced-f0-s2753-9700c881bd00,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0.1-balanced,task1_hog_linear_svm_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,e477ce640472018fe15993aa86ebad50a242481c810a76f4df40bd95fbcba666,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.46237518494135577,"{""macro_f1"":0.46237518494135577,""top1_accuracy"":0.7781168930260949,""top5_accuracy"":0.946284144666565,""weighted_f1"":0.782172476669366}",116.7521984000341,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0-1-balanced-f0-s2753-9700c881bd00/model.pkl,afdb363c50fbb58b36c69af9c00184aaa674dc5379b5d49ff5f743264f65442e,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c0-1-balanced-f0-s2753-9700c881bd00/predictions.csv,97f8dcd57558764277b78b412382b89eeed593debc2bf3096a9feca63281b8d3,,,completed,,,2026-09-05T14:05:04Z,2026-09-05T14:07:01Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-balanced-f0-s2753-ae70442cdc96,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-balanced,task1_hog_linear_svm_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,320c5311a6f3dccc58b59ffe2c040fb394dc7de3f550ff739a63141ffb5109e4,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.44371274905934827,"{""macro_f1"":0.44371274905934827,""top1_accuracy"":0.7790325041965512,""top5_accuracy"":0.9256828933312986,""weighted_f1"":0.7816700019038323}",231.92725269997027,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-balanced-f0-s2753-ae70442cdc96/model.pkl,b018c760ab0920e8030483b4a6519834b59fb8eb5ccb6c50ca233a47740100a8,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c1-balanced-f0-s2753-ae70442cdc96/predictions.csv,4f8f9d5e7593f0bbba6a73c4a977c24a48fb8dafe3d8494a8ef9ac5a53479e16,,,completed,,,2026-09-05T14:07:02Z,2026-09-05T14:10:54Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-normal-f0-s2753-0b33b8e0e584,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-normal,task1_hog_linear_svm_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,d025fe6b6bd27bb44460e7554e7c662e31eca2bc0e1404431b6bd6dcce21f40d,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.4189723590105194,"{""macro_f1"":0.4189723590105194,""top1_accuracy"":0.7697237906302457,""top5_accuracy"":0.9023348084846635,""weighted_f1"":0.7650440699437338}",846.9715733000194,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-normal-f0-s2753-0b33b8e0e584/model.pkl,29c58b6282cbba70f4e2dfa96812ec7bb36817c2e3c6aecac55f66446ad1bd6a,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-normal-f0-s2753-0b33b8e0e584/predictions.csv,94766c1e09c737446c253b12291e3bb8c98a310cbee47ec06b2d8827eecb5962,,,completed,,,2026-09-05T14:10:54Z,2026-09-05T14:25:01Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-balanced-f0-s2753-c9b239c0cbdc,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-balanced,task1_hog_linear_svm_v1,false,true,true,0,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,78cb771ff14f7fcceca1d8898865b33d967313f7af9a24ca08f45cf84336d3db,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.4179081295395396,"{""macro_f1"":0.4179081295395396,""top1_accuracy"":0.757820845414314,""top5_accuracy"":0.8945521135357851,""weighted_f1"":0.7620916726461511}",1293.7977629000088,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-balanced-f0-s2753-c9b239c0cbdc/model.pkl,bb01ce996555c11ac0ed0d39ac030935fd1c3a6f5fc50e3b149e0f48212a0ef9,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-linear-svm-c10-balanced-f0-s2753-c9b239c0cbdc/predictions.csv,3896be7ea3aedc658fa1a75552960a513a5ec6a7ecdf1f283c129353f4b903fa,,,completed,,,2026-09-05T14:25:02Z,2026-09-05T14:46:36Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance-f1-s2753-199e856340f6,task1,experiment,task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance,task1_hog_knn_v1,false,true,true,1,2753,d7d2b179642b10fd46d71981e20254b13fdf9e99,true,12f5a783ec020a71cc764f2614e1ad6e78a87370e3448ad5449623c0be1189fd,d76a49c6dc7999b4f286e94838a92c603d68c4f66179fde081028948f6a187db,88d32ad9a4509292b339baedbe7f21f3161ee0e25e4c753315518fb5b342c353,c9cdbeea0e198c6017262056baaaf00a75d455bbcb42402169b799377d6a7760,task1_gray_hog_ppc10_v1,not_applicable,,,,macro_f1_124,0.4969200228827351,"{""macro_f1"":0.4969200228827351,""top1_accuracy"":0.7914887126296523,""top5_accuracy"":0.8984136668700428,""weighted_f1"":0.7823126811336962}",4.698925599979702,,,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance-f1-s2753-199e856340f6/model.pkl,630a99e8c5ea91d630299835cd9bbbfa2041af861bbf51ff122a50e156152d12,results/task1/classical/task1-classical-task1_gray_hog_ppc10_v1-knn-k3-distance-f1-s2753-199e856340f6/predictions.csv,9ce87deeee32c2f8a252d60cb5108d5d606cebb166f942deb3cce6fb34fffc79,,,completed,,,2026-09-05T14:48:07Z,2026-09-05T14:48:12Z,"{""cuda_available"":true,""cuda_runtime"":""13.0"",""cudnn_version"":92000,""executable"":""C:\\Users\\Khoa\\Documents\\MLA2\\.venv\\Scripts\\python.exe"",""gpu"":{""capability"":[7,5],""name"":""NVIDIA GeForce RTX 2070 SUPER"",""total_memory_bytes"":8589606912},""logical_cpu_count"":12,""packages"":{""numpy"":""2.5.2"",""pandas"":""3.0.5"",""pillow"":""12.3.0"",""scikit-image"":""0.26.0"",""scikit-learn"":""1.9.0"",""torch"":""2.12.1+cu130"",""torchvision"":null},""physical_cpu_count"":6,""platform"":""Windows-11-10.0.26200-SP0"",""processor"":""Intel64 Family 6 Model 165 Stepping 3, GenuineIntel"",""python"":""3.12.10"",""python_implementation"":""CPython"",""total_ram_bytes"":17084026880}"
